mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,mean_speed,top_speed,std_speed,ROT_mean,ROT_max,ROT_median,ROT_min,Speed_median,length/width
249232000,9312078,0,PATRICIA,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,114,30,12,11,0,10.149739554265727,100.4,2.944536763704832,-0.013098560107154815,51.6,0.0,-64.5,11.3,6.260869565217392
266273000,9308558,0,EXCELLO,,Oil products tanker,Tanker,,,156,-1,-1,-1,-1,-1,24,125,31,12,12,0,11.004420787157166,51.2,2.2135228459370087,4.850013337536678e-06,0.2,0.0,0.0,11.4,6.5
636017974,9347449,0,MSC PORTUGAL,,General cargo ship,Cargo,,,304,-1,-1,-1,-1,-1,40,228,76,23,17,0,18.366435562805872,22.9,2.592734788456159,-0.012384448069603,23.6,0.0,-23.6,18.5,7.6
304662000,8801125,0,HOLSTENTOR,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,13,74,13,13,0,0,7.895652055688492,97.1,3.3287464533584643,0.06943930824450725,98.6,0.0,-94.5,9.2,6.6923076923076925
247697000,9148570,0,SMERALDO,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,16,92,25,8,8,0,11.010095517348615,14.6,3.083344304039452,0.05640055089075479,111.6,0.0,-64.5,12.1,7.3125
538007627,9290505,0,BASILIS L,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,27,149,34,15,12,0,13.148413875137164,16.7,1.4376085057526746,-0.027426934385444683,42.9,0.0,-42.9,13.4,6.777777777777778
257385000,8813972,0,KEGUMS,,General cargo ship,Cargo,,,104,-1,-1,-1,-1,-1,15,85,19,8,7,0,11.443514736725907,13.5,2.0761184657252043,-0.11632630533171436,501.6,0.0,-501.6,12.0,6.933333333333334
235087214,9472529,0,BODIL KNUTSEN,,Oil products tanker,Tanker,,,285,-1,-1,-1,-1,-1,50,241,44,23,27,0,14.607211538461538,17.5,2.15060095305375,0.12960972850678731,32.5,0.0,-27.9,15.6,5.7
230625000,9590802,0,KUMPULA,,General cargo ship,Cargo,,,197,-1,-1,-1,-1,-1,32,161,36,10,22,0,8.324905378751533,51.2,4.224843761158162,0.2064475718321872,37.5,0.0,-32.5,10.1,6.15625
311000534,9752797,0,ALFA ALANDIA,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,42,197,31,19,23,0,9.592229203896927,14.1,2.1144194886115213,-0.034057762149074806,23.6,0.0,-30.2,10.3,5.428571428571429
240991000,9405564,0,FOURNI,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,149,34,21,11,0,10.151724137931033,14.0,4.206686430230277,0.3234313171283211,30.2,0.0,-23.6,12.1,5.71875
256396000,9318034,0,ARCTIC BAY,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,32,147,35,21,11,0,11.998176100628937,14.7,1.4842050896232013,0.34614255765199164,40.2,0.0,-48.6,12.2,5.6875
244850968,9302255,0,SPIRIT,,General cargo ship,Cargo,,,142,-1,-1,-1,-1,-1,20,127,15,10,10,0,10.90434765705992,18.0,4.6859686034837535,0.31417038150528714,61.1,0.0,-71.4,12.7,7.1
259788000,9215270,0,BOW SUMMER,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,16,16,0,14.388829165692918,17.0,1.4211409047326684,0.010796915167095151,37.5,0.0,-27.9,14.7,5.71875
246694000,9284647,0,BIT OKTANIA,,Oil products tanker,Tanker,,,134,-1,-1,-1,-1,-1,22,121,13,12,10,0,14.056341790408087,16.7,0.969732715240431,-0.19811797923987884,61.1,0.0,-48.6,14.2,6.090909090909091
538008018,9486568,0,INTERLINK COMITY,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,158,32,10,18,0,11.165248157248156,14.1,1.515318276113771,0.3397346437346437,42.9,0.0,-42.9,11.6,6.785714285714286
257479000,9436159,0,OSLO TANK,,Oil products tanker,Tanker,,,48,-1,-1,-1,-1,-1,11,38,10,6,5,0,7.462584995143138,10.7,2.6752251777568152,0.7300439974858579,182.8,0.0,-225.0,8.5,4.363636363636363
249327000,9487603,0,KAREN,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,83,7,4,10,0,8.422350213485073,11.9,2.6246771636234283,0.13372492672931072,111.6,0.0,-107.2,9.2,6.428571428571429
314188000,9117208,0,WILSON LISTA,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,77,11,5,8,0,10.172841187687276,14.2,1.92085489309472,1.089621356578589e-05,0.2,0.0,0.0,10.5,6.769230769230769
273310900,8873336,0,OMSKIY-133,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,14,88,20,6,8,0,7.813759091715451,9.8,1.5894557940592584,-0.009565371651587736,64.5,0.0,-61.1,8.0,7.714285714285714
636016450,9481489,0,NEW EXPLORER,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,180,45,18,14,0,11.894504699927694,14.4,0.8161178471493509,0.32911730352077423,40.2,0.0,-30.2,12.0,7.03125
308803000,9316309,0,DANUBE HIGHWAY,,General cargo ship,Cargo,,,148,-1,-1,-1,-1,-1,25,28,120,15,10,0,16.042804763580893,20.2,4.181898288838143,0.16014900856505926,40.2,0.0,-54.7,17.5,5.92
257041670,9579468,0,KRYSSHOLM,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,13,75,15,6,7,0,7.816078332227242,11.0,2.264019774416912,-0.07789084473659262,107.2,0.0,-120.7,8.7,6.923076923076923
564216000,9190107,0,OSLO WAVE 2,,General cargo ship,Cargo,,,143,-1,-1,-1,-1,-1,23,71,72,12,11,0,12.625469667888096,15.8,0.7075572920760701,0.19856336881288897,40.2,0.0,-37.5,12.6,6.217391304347826
477002500,9758715,0,XING HUAN HAI,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,33,198,31,22,11,0,10.45800395256917,11.4,0.44809143404922097,0.15081521739130435,16.1,0.0,-25.7,10.5,6.9393939393939394
246110000,9364136,0,MYRTE,,General cargo ship,Cargo,,,122,-1,-1,-1,-1,-1,16,110,12,8,8,0,12.884580446971633,16.9,3.0947463552618486,0.03349998679682069,64.5,0.0,-57.9,13.9,7.625
236500000,9407976,0,STEN FRIGG,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,24,112,32,17,7,0,11.047763781560647,14.0,2.3195770092845307,0.051341731063610035,48.6,0.0,-64.5,11.4,6.0
563046700,9786140,0,MAERSK CAPRI,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,23,9,0,12.579200743494422,14.6,1.2552270163481658,0.011161710037174729,30.2,0.0,-27.9,12.5,5.71875
341438000,9250397,0,FITBURG,,General cargo ship,Cargo,,,132,-1,-1,-1,-1,-1,16,123,9,7,9,0,8.75740184054737,12.5,3.1815069390955717,0.08750899064972427,42.9,0.0,-40.2,9.7,8.25
311996000,9316294,0,THAMES HIGHWAY,,General cargo ship,Cargo,,,148,-1,-1,-1,-1,-1,25,22,126,20,5,0,14.203951210746215,20.5,4.969804446960885,-0.09609820746664267,57.9,0.0,-42.9,15.3,5.92
255735000,9191175,0,GEORG ESSBERGER,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,17,80,20,5,12,0,11.008246051720539,15.2,4.142742350683844,0.08821615799712051,102.9,0.0,-98.6,12.6,5.882352941176471
477170700,9439539,0,SEA BAY,,Oil products tanker,Tanker,,,243,-1,-1,-1,-1,-1,42,205,38,13,29,0,13.091585956416464,15.3,2.4862836289183416,-0.20234059725585155,19.7,0.0,-21.6,14.1,5.785714285714286
219015298,9372652,0,TARNBRIS,,Oil products tanker,Tanker,,,129,-1,-1,-1,-1,-1,20,113,16,15,5,0,12.806135193220065,14.8,0.9170508318043056,-0.14948704432099266,48.6,0.0,-67.9,12.7,6.45
273311900,8704559,0,SORMOVSKIY3067,,General cargo ship,Cargo,,,119,-1,-1,-1,-1,-1,14,91,28,13,1,0,7.231651840601724,9.7,1.7328626818059705,0.01280224681179335,45.7,0.0,-61.1,7.6,8.5
246769000,9571521,0,MINERVAGRACHT,,General cargo ship,Cargo,,,142,-1,-1,-1,-1,-1,19,128,14,6,13,0,14.223843874790676,15.8,1.0289281727062096,-0.0049851861393791115,32.5,0.0,-57.9,14.2,7.473684210526316
538003364,9360831,0,AL SHEEHANIYA,,Oil products tanker,Tanker,,,315,-1,-1,-1,-1,-1,50,260,55,33,17,0,12.971141430137653,18.2,3.308856282500884,-0.1458521135339262,30.2,0.0,-19.7,13.6,6.3
257268000,9054963,0,ATLAS,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,77,11,8,4,0,9.388151257410065,13.6,1.875483069319324,0.10435214845907437,78.7,0.0,-102.9,9.6,7.333333333333333
236691000,9365984,0,ARA LIVERPOOL,,General cargo ship,Cargo,,,142,-1,-1,-1,-1,-1,21,129,13,7,14,0,13.084340348782566,51.2,4.219952520911857,5.0805908727184974e-06,0.4,0.0,0.0,14.5,6.761904761904762
246452000,9202558,0,SPAARNEGRACHT,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,25,150,18,12,13,0,14.786183815148695,21.1,3.183778811801482,0.10478706869754432,35.0,0.0,-51.6,15.2,6.72
372658000,9396555,0,HATICE C,,General cargo ship,Cargo,,,147,-1,-1,-1,-1,-1,21,124,23,15,6,0,10.714309505508584,12.1,0.7739274472196072,0.29128875224186523,42.9,0.0,-42.9,10.8,7.0
538007102,9772022,0,PACIFIC RAWAN,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,204,46,23,21,0,11.435857740585776,14.3,2.163069963313048,0.03832635983263598,19.7,0.0,-17.9,12.3,5.681818181818182
230673000,9194282,0,PRIMA QUEEN,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,73,15,3,10,0,9.866720826989752,51.2,1.6294686760752894,2.558755421363049e-06,0.2,0.0,0.0,10.1,6.769230769230769
249969000,9298040,0,VENERE,,Oil products tanker,Tanker,,,75,-1,-1,-1,-1,-1,14,50,25,7,7,0,10.612120790425829,12.9,1.3959178122312117,0.05224046757584193,45.7,0.0,-94.5,10.6,5.357142857142857
477209800,9720952,0,CL HEIDI,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,169,30,12,20,0,10.30619425173439,13.8,1.311374818155602,0.2650024777006937,32.5,0.0,-25.7,10.2,6.21875
273357280,9256169,0,MODULUS 4,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,80,10,6,9,0,9.930504085819015,12.4,1.9403410310161784,0.12421226081985408,71.4,0.0,-78.7,10.3,6.0
258849000,9390991,0,GOLFSTRAUM,,Oil products tanker,Tanker,,,129,-1,-1,-1,-1,-1,19,102,27,15,4,0,11.460362901434724,15.6,3.3346580404123567,-0.04480078177053262,54.7,0.0,-51.6,12.5,6.7894736842105265
314446000,9298363,0,EMANUELE S,,Oil products tanker,Tanker,,,164,-1,-1,-1,-1,-1,23,138,26,10,13,0,13.179026872316742,16.3,2.2673154504624256,0.8248688185721099,2.2,0.0,0.0,13.8,7.130434782608695
305480000,9501863,0,PALMERTON,,General cargo ship,Cargo,,,133,-1,-1,-1,-1,-1,23,16,117,9,14,0,11.325578618662753,102.2,5.289226937275664,-0.10377479794268916,45.7,0.0,-48.6,12.2,5.782608695652174
311033500,9441984,0,LUBIE,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,24,170,20,18,6,0,10.350310165843778,11.4,0.6988764578806491,0.14668945436131156,35.0,0.0,-23.6,10.5,7.916666666666667
219954000,9220897,0,NYSTED MAERSK,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,30,154,45,15,15,0,15.912679197196555,19.2,2.317355057609041,-0.0006796219602846497,17.9,0.0,-21.6,14.6,6.633333333333334
245483000,9081291,0,EEMSGRACHT,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,19,126,11,15,4,0,10.783506498208013,14.6,4.121105839821223,-0.0733374361944756,45.7,0.0,-48.6,12.1,7.2105263157894735
538005167,9379313,0,NAVE PULSAR,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,33,148,34,19,14,0,10.992124169716686,12.9,1.7590721005296477,0.3093805069811576,42.9,0.0,-30.2,11.8,5.515151515151516
354124000,9546801,0,AM PORT CARTIER,,General cargo ship,Cargo,,,292,-1,-1,-1,-1,-1,45,261,31,25,20,0,11.989944134078211,14.7,2.3210390240675616,0.04032740028582568,21.6,0.0,-17.9,13.1,6.488888888888889
247386800,9799977,0,ML FREYJA,,General cargo ship,Cargo,,,192,-1,-1,-1,-1,-1,26,15,177,13,13,0,11.897514810536904,17.1,3.500322790933456,-0.005454748686612754,30.2,0.0,-30.2,13.1,7.384615384615385
563681000,9315446,0,MAERSK PEARL,,Oil products tanker,Tanker,,,244,-1,-1,-1,-1,-1,43,200,44,27,16,0,12.604941400063353,13.9,0.7297461479729159,-0.010326259106746921,19.7,0.0,-17.9,12.8,5.674418604651163
538090533,9820960,0,CONCARAN,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,172,27,9,23,0,10.711756517337383,12.7,1.1588555503169329,0.2956719817767653,35.0,0.0,-30.2,11.0,6.21875
248292000,9728241,0,MINERVA BALTICA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,213,37,30,14,0,11.014228124258953,13.7,1.31243052643056,0.01901825942613232,32.5,0.0,-19.7,11.3,5.681818181818182
538004031,9594731,0,BRAZOS,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,48,228,46,22,26,0,13.821779774189633,16.6,2.063002708056174,-0.06559426975840718,21.6,0.0,-19.7,14.6,5.708333333333333
538005261,9646728,0,ABYSSINIAN,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,149,31,11,19,0,11.598698460953829,15.7,1.537692140250026,0.11171385141554244,37.5,0.0,-42.9,11.8,6.0
236514000,9460239,0,STEN SKAGEN,,Oil products tanker,Tanker,,,149,-1,-1,-1,-1,-1,24,118,31,16,8,0,10.322232382345767,13.3,2.7821035377039034,0.17048280907095836,45.7,0.0,-45.7,11.2,6.208333333333333
273355270,9640578,0,VF TANKER-9,,Oil products tanker,Tanker,,,141,-1,-1,-1,-1,-1,17,116,25,6,11,0,7.523149787535411,10.5,2.836638382823837,0.23742917847025505,57.9,0.0,-75.0,8.5,8.294117647058824
309985000,8215728,0,FRI SUN,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,11,62,20,2,9,0,7.3531832298136655,10.6,0.9137418717913794,0.06800229543613287,120.7,0.0,-98.6,7.3,7.454545454545454
255805829,9381433,0,EVITA,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,18,93,15,5,13,0,9.457079055012938,11.7,2.0218881414152508,0.02168795391935889,45.7,0.0,-40.2,10.2,6.0
273353580,9537109,0,GAZPROMNEFT ZUIDEAST,,Oil products tanker,Tanker,,,103,-1,-1,-1,-1,-1,16,83,20,14,2,0,8.703423013767841,12.2,1.8125250120372527,-0.1964380447139067,42.9,0.0,-45.7,8.0,6.4375
309518000,9336402,0,GRIMSTAD,,Oil products tanker,Tanker,,,240,-1,-1,-1,-1,-1,42,198,42,16,26,0,9.798808637379002,12.5,3.2893034143573523,0.19285182427401334,35.0,0.0,-19.7,10.5,5.714285714285714
236330000,9363508,0,EMMA JANNEKE,,General cargo ship,Cargo,,,116,-1,-1,-1,-1,-1,17,99,17,8,9,0,10.35005467468562,13.6,2.806164168344352,0.01597412064880628,42.9,0.0,-48.6,11.3,6.823529411764706
249172000,9763693,0,NORDRUBICON,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,166,24,13,15,0,11.960299345182412,15.0,2.043795044615647,0.06245088868101027,40.2,0.0,-35.0,12.7,6.785714285714286
311000556,9767704,0,GARDNO,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,24,173,27,8,16,0,11.227452761627905,13.6,0.8066287433695108,0.1640715843023256,40.2,0.0,-51.6,11.0,8.333333333333334
566393000,9645401,0,AFFINITY V,,Oil products tanker,Tanker,,,252,-1,-1,-1,-1,-1,45,210,42,14,31,0,11.465611096571578,14.2,1.7157964990566383,0.04661083485998428,23.6,0.0,-37.5,11.9,5.6
636017335,9725835,0,CHEM BARCELONA,,Oil products tanker,Tanker,,,146,-1,-1,-1,-1,-1,24,119,27,7,17,0,12.180338098479693,15.5,3.027708242385001,-0.09203539823008856,42.9,0.0,-35.0,13.0,6.083333333333333
249996000,9713923,0,CATHARINA OLDENDORFF,,General cargo ship,Cargo,,,235,-1,-1,-1,-1,-1,38,201,34,14,24,0,7.82235841081995,9.5,1.5346814637327064,0.27941673710904474,32.5,0.0,-17.9,8.5,6.184210526315789
375241000,9103788,0,SVS VEGA,,General cargo ship,Cargo,,,91,-1,-1,-1,-1,-1,16,81,10,11,5,0,10.290168997169085,14.4,2.386419658725161,-0.13096851677103885,98.6,0.0,-140.0,10.6,5.6875
244142000,9420813,0,DIAMANTGRACHT,,General cargo ship,Cargo,,,157,-1,-1,-1,-1,-1,23,145,12,8,15,0,11.805098602441586,16.4,3.597180909548788,0.14307020935756498,78.7,0.0,-45.7,12.5,6.826086956521739
257100000,9797802,0,STEN ODIN,,Oil products tanker,Tanker,,,156,-1,-1,-1,-1,-1,24,126,30,11,13,0,11.631197028489735,15.3,2.3026940137596794,0.2325627999591545,82.5,0.0,-57.9,11.6,6.5
304244000,9394260,0,NINA BRES,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,82,6,6,7,0,9.304777533412283,12.1,2.170511966581284,-0.09695144645576044,75.0,0.0,-71.4,9.9,6.769230769230769
238293000,9519638,0,SVETI DUJAM,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,158,32,13,19,0,9.786748417721519,11.5,0.7480647426925601,0.1948180379746836,35.0,0.0,-19.7,10.0,5.9375
273338330,9471800,0,MODULUS 2,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,16,80,9,12,4,0,8.373585066243013,12.4,3.068260594873266,0.04180827824902834,67.9,0.0,-116.1,9.4,5.5625
538006268,9719549,0,SBI CARIOCA,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,199,30,11,21,0,10.25357142857143,10.3,0.05078745001833773,0.021428571428571432,1.6,0.0,-1.6,10.3,7.15625
255714000,9191163,0,PHILIPP ESSBERGER,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,17,84,16,6,11,0,11.366146752156508,18.0,4.331928115055423,0.12912656795590866,71.4,0.0,-75.0,13.0,5.882352941176471
311055300,9594236,0,KOSZALIN,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,28,166,23,15,13,0,10.64425945945946,11.7,0.5027110947422553,0.041383783783783705,23.6,0.0,-30.2,10.7,6.75
212636000,9376048,0,HANNA,,General cargo ship,Cargo,,,134,-1,-1,-1,-1,-1,23,126,8,11,12,0,14.111695627077484,20.4,4.9051432885709865,0.01082880515913298,67.9,0.0,-75.0,16.0,5.826086956521739
210226000,9591143,0,AKAKI,,General cargo ship,Cargo,,,235,-1,-1,-1,-1,-1,32,200,35,23,9,0,11.969827586206891,14.0,2.4115448897366107,0.21603970741901776,32.5,0.0,-30.2,12.8,7.34375
249465000,9114763,0,FJORDSTRAUM,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,17,80,20,8,9,0,11.490526371531455,16.0,3.2334299719430395,0.29207794958695193,94.5,0.0,-102.9,12.4,5.882352941176471
304347000,9195468,0,RMS TWISTEDEN,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,76,12,7,5,0,9.250336638511444,11.6,1.7768756755295103,-0.036662994246541784,64.5,0.0,-107.2,9.6,7.333333333333333
236644000,9166467,0,SYLVIA,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,15,97,11,8,7,0,9.742618733509234,102.2,2.7145018638254856,2.198768689533861e-06,0.2,0.0,0.0,10.4,7.2
538004177,9486582,0,INTERLINK ACUITY,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,162,28,10,18,0,9.005005567365117,14.4,4.774417530966833,-3.186258730640753,86.4,0.0,-98.6,11.2,6.785714285714286
248892000,9413688,0,ELANDRA ANGEL,,Oil products tanker,Tanker,,,248,-1,-1,-1,-1,-1,44,206,42,20,24,0,10.550414937759337,11.2,0.7866458925953385,0.19499481327800836,16.1,0.0,-16.1,10.7,5.636363636363637
566255000,9725603,0,HAFNIA BERING,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,150,34,20,7,0,11.409759432393479,14.4,2.202762095079835,0.028010790436421417,17.9,0.0,-10.0,11.9,6.814814814814815
249853000,9777943,0,RIVERA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,205,45,19,25,0,11.0813646270799,13.7,1.420720686791419,0.2879644888628993,27.9,0.0,-30.2,11.4,5.681818181818182
244908000,9373278,0,ALECTO,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,80,8,6,6,0,10.432646391284614,12.6,1.4853800066281413,1.8157058556513844e-05,0.2,0.0,0.0,10.6,7.333333333333333
538007376,9773753,0,SEACALM,,Oil products tanker,Tanker,,,237,-1,-1,-1,-1,-1,44,213,24,22,22,0,11.934097237095735,14.1,1.1839650248358229,-0.001313628899835811,30.2,0.0,-32.5,12.3,5.386363636363637
209217000,9684110,0,OTELLO,,Oil products tanker,Tanker,,,104,-1,-1,-1,-1,-1,17,80,24,15,2,0,10.831234866828089,15.2,3.4970051706902514,-0.05574638211611017,64.5,0.0,-40.2,12.4,6.117647058823529
477103800,9776200,0,OOCL UNITED KINGDOM,,General cargo ship,Cargo,,,400,-1,-1,-1,-1,-1,59,145,255,23,36,0,16.710968854989556,21.2,2.3441073831854093,0.01563001301492176,25.7,0.0,-25.7,17.0,6.779661016949152
229911000,9688647,0,SEABONI,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,165,35,10,22,0,11.111947605186558,13.6,2.2050560571854803,0.11338978565758134,35.0,0.0,-42.9,11.7,6.25
538006477,9754082,0,INTERLINK AFFINITY,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,152,28,9,21,0,10.683164710643464,12.0,0.5084842713077145,0.04357210306218806,40.2,0.0,-40.2,10.7,6.0
255806059,9783019,0,NORDINDEPENDENCE,,Oil products tanker,Tanker,,,237,-1,-1,-1,-1,-1,44,204,33,18,26,0,11.028002972571272,14.0,1.3062059922439448,-0.0012228077286853222,17.9,0.0,-21.6,11.0,5.386363636363637
245482000,9081370,0,EDAMGRACHT,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,19,129,8,12,7,0,12.120821033210332,14.6,2.901147300543767,0.25452029520295205,54.7,0.0,-35.0,12.9,7.2105263157894735
209098000,9514767,0,ARIES J,,General cargo ship,Cargo,,,151,-1,-1,-1,-1,-1,23,144,7,12,11,0,13.358659432344586,18.8,3.1030540315656747,0.016264428121720912,48.6,0.0,-48.6,14.2,6.565217391304348
244730000,9202510,0,SCHELDEGRACHT,,General cargo ship,Cargo,,,172,-1,-1,-1,-1,-1,24,160,12,12,12,0,15.686406059786284,18.6,1.7711972234079345,0.10222507777627488,71.4,0.0,-42.9,16.2,7.166666666666667
538005260,9655212,0,ABTENAUER,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,32,149,31,13,19,0,12.165105566218813,14.1,1.5864753482831595,0.3069097888675624,35.0,0.0,-23.6,12.0,5.625
255805837,9322554,0,SOLONG,,General cargo ship,Cargo,,,141,-1,-1,-1,-1,-1,22,134,7,11,11,0,13.372270521069664,83.2,1.9597353927412864,-0.0194643322051549,51.6,0.0,-45.7,13.4,6.409090909090909
636018640,9829411,0,AQUILA L,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,150,33,9,23,0,12.6088493356731,14.4,1.8261719844975104,0.3548508398094761,32.5,0.0,-25.7,13.4,5.71875
636017434,9755945,0,MSC INGY,,General cargo ship,Cargo,,,400,-1,-1,-1,-1,-1,59,159,241,25,34,0,17.592275253221928,21.6,2.301343831018774,0.09795845978008122,21.6,0.0,-37.5,18.0,6.779661016949152
311013900,9423786,0,KURPIE,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,29,168,22,15,14,0,11.487554425307286,24.8,0.7436180402206563,0.2988787423419257,54.7,0.0,-40.2,11.5,6.551724137931035
210104000,9589255,0,PEDHOULAS BUILDER,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,200,29,24,8,0,11.087286432160802,12.6,0.7291297772586728,0.3950251256281407,19.7,0.0,-23.6,11.2,7.15625
477024500,9603702,0,JIN HAO,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,160,30,7,25,0,11.795887221934814,15.0,2.5462147339464103,-0.10964821520951916,75.0,-1.6,-40.2,13.0,5.9375
247312700,9473054,0,RBD GINO FERRETTI,,Oil products tanker,Tanker,,,244,-1,-1,-1,-1,-1,42,201,43,22,20,0,10.243395929912783,13.3,2.9003606622952947,0.049768209318771114,27.9,0.0,-23.6,11.0,5.809523809523809
636014806,9453511,0,DORIC WARRIOR,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,38,207,22,20,18,0,10.360203203030824,12.6,1.0046865947871575,0.1994058894437748,23.6,0.0,-19.7,10.4,6.026315789473684
305642000,9569530,0,BBC OCEAN,,General cargo ship,Cargo,,,116,-1,-1,-1,-1,-1,17,99,17,10,7,0,9.832004310344828,12.9,3.2153900539387807,-0.3153178879310345,45.7,0.0,-71.4,11.1,6.823529411764706
538005822,9717101,0,STI GUARD,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,201,48,17,27,0,10.538431172800204,13.8,1.535450565843416,0.004571501337068648,21.6,0.0,-17.9,10.1,5.659090909090909
273380460,9804241,0,BALT FLOT 12,,Oil products tanker,Tanker,,,141,-1,-1,-1,-1,-1,17,121,20,13,4,0,8.125987075255368,11.7,2.6393310098771448,0.16750885970398166,71.4,0.0,-61.1,9.0,8.294117647058824
355249000,8913447,0,MSC ATLANTIC,,General cargo ship,Cargo,,,237,-1,-1,-1,-1,-1,32,191,46,16,16,0,15.743108136930788,20.3,2.1499032689902253,-0.04264956809214035,45.7,0.0,-45.7,16.2,7.40625
244850853,9320520,0,FWN RAPIDE,,General cargo ship,Cargo,,,146,-1,-1,-1,-1,-1,18,134,12,9,9,0,11.339567284051794,13.5,2.8997276369400145,-0.08309293558433042,67.9,0.0,-82.5,12.3,8.11111111111111
256891000,9584994,0,AMISOS,,General cargo ship,Cargo,,,122,-1,-1,-1,-1,-1,16,100,22,6,10,0,10.00413957176844,13.2,2.8547468290821003,-0.03645255088554058,48.6,0.0,-64.5,11.0,7.625
248024000,9737400,0,BERGEN TS,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,205,45,8,36,0,11.807401203336525,14.6,1.6751323618685825,0.008936141118556,27.9,0.0,-23.6,12.1,5.681818181818182
305936000,9557367,0,FEHN CALEDONIA,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,83,5,0,12,0,8.423047287183136,11.1,1.9798176404085983,-0.07963240165885503,61.1,0.0,-75.0,8.9,7.333333333333333
354522000,9465186,0,OCEAN CAMELOT,,General cargo ship,Cargo,,,292,-1,-1,-1,-1,-1,45,251,41,18,27,0,11.60563696369637,14.3,1.6728627178528148,0.0004224422442244135,16.1,0.0,-17.9,11.4,6.488888888888889
