mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,mean_speed,top_speed,std_speed
235113664,9411824,0,EASTERN VIRAGE,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,12,77,12,5,7,0,7.445169059749885,12.7,3.8606646899104846
314206000,9000833,0,WILSON GARSTON,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,13,64,18,9,4,0,8.07813644634544,11.8,2.94193328427091
304932000,9375783,0,STAPELMOOR,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,12,70,10,7,5,0,9.256231003039515,11.2,1.0725093706171194
351445000,9729879,0,AIANTAS,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,198,31,10,22,0,12.575657726692208,13.9,0.9817561904643203
257653000,9132002,0,COLOR CARRIER,,General cargo ship,Cargo,,,154,-1,-1,-1,-1,-1,22,1,153,11,11,0,14.811435563121448,22.5,5.557979605366583
248944000,9274800,0,SEATRUST,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,215,34,23,21,0,12.070184277066891,16.4,1.9413457401269194
355308000,9225677,0,MSC LUISA,,General cargo ship,Cargo,,,300,-1,-1,-1,-1,-1,40,14,286,20,20,0,17.2394411537471,20.5,2.114476797718175
477182700,9527049,0,MAERSK LANCO,,General cargo ship,Cargo,,,300,-1,-1,-1,-1,-1,45,227,73,27,18,0,16.239612320133187,19.0,1.8048768093361924
538007035,9776470,0,STENAWECO ELEGANCE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,24,8,0,11.757224179994578,14.1,3.280255878249506
563945000,9736066,0,IVS GLENEAGLES,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,161,29,21,11,0,10.621578753227594,12.6,1.313857006020304
256392000,9694361,0,QUARTZ,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,8,24,0,12.084030868022307,14.9,1.53304524883129
538007314,9380829,0,SUPER EMMA,,General cargo ship,Cargo,,,178,-1,-1,-1,-1,-1,29,153,25,21,8,0,8.10016333938294,13.7,5.219427833685762
636092701,9365269,0,RHL FLENSBURG,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,18,104,13,16,2,0,13.43029705573081,15.4,1.5374483430261687
636016198,9261970,0,TAMARACK,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,32,161,28,13,19,0,12.779422435060223,15.1,1.2963307658421976
376121000,8324672,0,GERMANICA HAV,,General cargo ship,Cargo,,,84,-1,-1,-1,-1,-1,11,69,15,8,3,0,7.735716846949143,9.4,1.3486632286058984
231815000,9818321,0,ICE CRYSTAL,,General cargo ship,Cargo,,,105,-1,-1,-1,-1,-1,14,93,12,7,7,0,10.300743424280162,13.3,2.1943191270238698
371313000,9727986,0,DESPINA V,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,211,18,23,9,0,10.842128575044292,12.3,1.2461257717334662
240715000,9332157,0,MINERVA GEORGIA,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,50,226,48,21,29,0,12.101347137333168,15.5,2.4913794849217217
230681000,8618035,0,NINA,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,13,72,10,1,12,0,9.46292403697274,10.9,1.1322340524849974
538007384,9515632,0,MERITIUS,,General cargo ship,Cargo,,,169,-1,-1,-1,-1,-1,27,148,21,18,9,0,11.70352001486022,14.0,0.5190873354708786
636016498,9696515,0,DIONYSUS,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,32,170,30,10,22,0,11.485597467686624,12.7,0.9014637205723243
538007556,9458987,0,GOLDEN AMBER,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,194,31,21,11,0,11.283025513272054,14.1,2.08824573776426
232752000,9304241,0,GOOD HOPE MAX,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,192,33,13,19,0,8.976571428571429,10.4,1.3678738405258783
372092000,8708830,0,SINGLE EAGLE,,General cargo ship,Cargo,,,138,-1,-1,-1,-1,-1,21,38,100,6,15,0,14.379280119358448,16.6,3.666237821183146
230005000,9030230,0,PRIMA CELINA,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,70,12,9,3,0,8.94986414986415,12.3,1.3641527812123793
219018765,9619933,0,MARIE MAERSK,,General cargo ship,Cargo,,,399,-1,-1,-1,-1,-1,60,146,253,30,30,0,15.826876667595872,20.1,2.0945811154655285
255924000,9184421,0,AVOCA,,General cargo ship,Cargo,,,86,-1,-1,-1,-1,-1,13,71,15,2,11,0,8.393932038834953,10.0,1.1923072611773444
240069000,9249099,0,ELKA ARISTOTLE,,Oil products tanker,Tanker,,,229,-1,-1,-1,-1,-1,42,194,35,21,21,0,12.018836739843554,15.8,1.5105625030686889
477612300,9474539,0,MARIANNE,,Oil products tanker,Tanker,,,98,-1,-1,-1,-1,-1,17,75,23,5,12,0,8.23624778761062,12.9,3.123998322553343
311035600,9542544,0,CS CANDY,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,29,166,24,14,15,0,11.275424996600027,12.6,0.9290916399471575
220555000,9318333,0,TORM THAMES,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,32,150,34,16,16,0,12.620422189494354,16.3,1.5881834740800247
232012089,9351414,0,HELLESPONT PRIDE,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,31,201,27,16,15,0,11.616935263589182,12.5,0.849662423106816
248208000,9418779,0,OCEAN FUTURE,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,162,28,25,7,0,9.877749596495274,11.4,1.223277352296509
319161000,9322839,0,MINERVA ATLANTICA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,212,38,24,20,0,11.692454364720767,14.9,1.418181734623939
265365000,7802794,0,GUTE,,General cargo ship,Cargo,,,139,-1,-1,-1,-1,-1,17,116,23,4,13,0,13.444612028474209,15.6,1.7639383967100173
671956000,7612498,0,ARESSA,,General cargo ship,Cargo,,,95,-1,-1,-1,-1,-1,13,72,23,7,6,0,6.587910856573706,7.6,0.4181113509011361
271002559,9411927,0,ALANGOVA,,Oil products tanker,Tanker,,,125,-1,-1,-1,-1,-1,20,105,20,12,8,0,11.563732193732191,13.7,2.3788586546677135
246230000,8918734,0,ZILLERTAL,,General cargo ship,Cargo,,,110,-1,-1,-1,-1,-1,18,87,23,14,4,0,6.980517622577708,11.5,2.201247208783152
538004382,9595905,0,FEDERAL SWIFT,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,164,26,15,13,0,10.342853477033616,12.7,1.5784973449135815
370052000,9490258,0,JUBILANT GLORY,,General cargo ship,Cargo,,,245,-1,-1,-1,-1,-1,43,212,33,26,17,0,11.44153744201458,13.5,1.3700594342400005
249437000,9447043,0,HULIN,,Oil products tanker,Tanker,,,132,-1,-1,-1,-1,-1,19,66,66,10,9,0,10.385778689708983,15.0,3.8410143929549325
636016214,9665554,0,SENTINEL,,General cargo ship,Cargo,,,199,-1,-1,-1,-1,-1,32,170,29,10,22,0,9.076800327332242,10.4,0.721191003478948
304182000,9235490,0,HC SVEA KIM,,General cargo ship,Cargo,,,129,-1,-1,-1,-1,-1,16,110,19,8,8,0,10.495575517491492,14.0,3.067843514381417
244060577,9765079,0,CARDISSA,,Oil products tanker,Tanker,,,120,-1,-1,-1,-1,-1,19,85,35,6,13,0,11.588329567918667,15.8,1.9832611362895352
244036000,9404625,0,CORAL LEAF,,Oil products tanker,Tanker,,,108,-1,-1,-1,-1,-1,17,86,22,8,9,0,13.144186601728501,18.0,3.925428253675361
239930000,9261798,0,ANGELIC GLORY,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,197,28,8,24,0,11.921133966795445,16.9,3.6333092260403794
314216000,9192612,0,WILSON CADIZ,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,13,85,15,10,3,0,9.546656008526513,13.1,2.7812236500830405
375838000,8813594,0,BALTIC PRINCE,,General cargo ship,Cargo,,,150,-1,-1,-1,-1,-1,22,113,37,12,10,0,17.471121015894376,19.4,0.9521611448830002
538004179,9577604,0,INTERLINK VERITY,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,29,162,28,12,17,0,10.527786144578313,12.4,0.8238465218643849
244140388,9771456,0,IRELAND,,General cargo ship,Cargo,,,110,-1,-1,-1,-1,-1,14,94,16,7,7,0,10.659104178069695,13.7,2.9917573167390317
212109000,9048287,0,CEMVALE,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,14,78,10,7,7,0,9.568264444925342,14.3,4.407837531304929
236453000,9195640,0,EEMS-DART,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,12,80,9,6,6,0,9.01605162116041,11.6,1.5019804262697936
636012814,9311622,0,VLADIMIR TIKHONOV,,Oil products tanker,Tanker,,,280,-1,-1,-1,-1,-1,50,234,46,23,27,0,13.740835738651272,17.2,2.5930679059070907
311058500,9496252,0,SOLINA,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,24,166,23,17,7,0,10.011089084376161,11.8,0.9763522080020229
664296000,9298181,0,SEYCHELLES PROGRESS,,Oil products tanker,Tanker,,,185,-1,-1,-1,-1,-1,28,162,23,14,14,0,11.897128472563875,15.8,3.461756906580658
538005410,9706463,0,STI HAMMERSMITH,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,27,150,34,21,6,0,11.44667010752688,15.8,3.50333887164694
311027700,9438858,0,AMUNDSEN SPIRIT,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,199,50,24,20,0,13.484606670862178,15.2,1.1758804309949134
255806146,9403906,0,THEODOR ESSBERGER,,Oil products tanker,Tanker,,,106,-1,-1,-1,-1,-1,17,73,33,16,1,0,10.785607712057356,13.5,3.3698211965011646
246386000,9136228,0,EVOLUTION,,General cargo ship,Cargo,,,146,-1,-1,-1,-1,-1,24,128,18,12,12,0,13.145640947752126,17.9,2.823129869663433
538007847,9739563,0,EKATERINI,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,197,32,21,11,0,11.280546005028993,14.1,1.4899102131734694
235080633,9558036,0,KIKKI C,,General cargo ship,Cargo,,,106,-1,-1,-1,-1,-1,15,92,14,9,6,0,9.509275125798993,12.2,1.6465046664033782
209996000,9230921,0,GREENWING,,General cargo ship,Cargo,,,186,-1,-1,-1,-1,-1,24,159,27,6,18,0,12.90581076809609,16.2,1.0345720070535347
311829000,9285122,0,MAZURY,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,167,23,15,13,0,11.513643487216228,13.3,0.6240347312105273
311000306,9696773,0,ALFA BALTICA,,Oil products tanker,Tanker,,,229,-1,-1,-1,-1,-1,42,198,31,16,26,0,11.261626844235538,14.3,1.591410417011359
477184300,9799642,0,FAIRCHEM FALCON,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,24,121,24,6,18,0,13.961714285714287,16.0,0.9901562207730945
236490000,9354442,0,DINA TRADER,,General cargo ship,Cargo,,,134,-1,-1,-1,-1,-1,23,111,23,20,3,0,12.780599816849817,17.5,3.8670436702565905
538004043,9197662,0,HARVEST PLAINS,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,33,162,27,16,17,0,7.909596555082791,15.1,4.911640272595162
236516000,9237022,0,LETTLAND,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,17,85,15,9,8,0,9.676895511127876,11.2,1.3601075018345175
413492850,9774587,0,TIAN EN,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,28,170,20,18,10,0,12.855657109469556,16.4,1.9210152226778618
636015943,9531478,0,NAVIGATOR GRACE,,Oil products tanker,Tanker,,,153,-1,-1,-1,-1,-1,25,119,34,20,5,0,14.825690436933224,18.0,3.8173692626741325
477712800,9695133,0,CSCL PACIFIC OCEAN,,General cargo ship,Cargo,,,400,-1,-1,-1,-1,-1,59,159,241,41,18,0,17.92219381313131,22.9,2.212890826177247
245916000,9369306,0,BEAUTROPHY,,General cargo ship,Cargo,,,118,-1,-1,-1,-1,-1,16,108,10,8,8,0,9.614835220895827,12.5,1.5981003697273295
538007827,9805245,0,FEDERAL DART,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,24,171,29,6,18,0,12.019154969516519,13.9,1.0033128734400545
246754000,9458248,0,MARIETJE MARSILLA,,General cargo ship,Cargo,,,126,-1,-1,-1,-1,-1,15,108,18,8,7,0,12.712361037586025,14.0,1.7700096808957246
636018247,9244295,0,ZOE S,,General cargo ship,Cargo,,,188,-1,-1,-1,-1,-1,32,161,27,21,11,0,12.39056519138756,14.9,0.5213226245196283
220637000,9428449,0,CAROLINE THERESA,,Oil products tanker,Tanker,,,102,-1,-1,-1,-1,-1,19,77,25,2,17,0,9.342987572914023,12.3,2.9724741698239208
246255000,9312212,0,ENSEMBLE,,General cargo ship,Cargo,,,135,-1,-1,-1,-1,-1,22,124,11,8,14,0,13.343239429258348,17.3,3.588530131708079
305907000,9614854,0,PABUR,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,195,30,10,22,0,9.660014530263815,14.5,3.8953978560796183
377587000,9115975,0,KONGSFJELL,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,74,14,7,5,0,9.499050089969451,11.8,1.9608864524719112
231099000,8719097,0,HAV NES,,General cargo ship,Cargo,,,75,-1,-1,-1,-1,-1,13,64,11,7,6,0,8.84205894562059,12.5,2.0002402076389343
477057300,9742211,0,CHASELKA,,Oil products tanker,Tanker,,,245,-1,-1,-1,-1,-1,44,206,39,16,28,0,10.779391119817173,25.6,2.231397971636652
353532000,9547001,0,GREEN PHOENIX,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,163,27,22,10,0,11.19462251655629,12.6,1.4967798713670786
636092314,9277292,0,INDUSTRIAL RUBY,,General cargo ship,Cargo,,,135,-1,-1,-1,-1,-1,22,124,11,7,15,0,13.629627276577722,16.1,3.656564641076549
538004646,9529578,0,FEDERAL MAYUMI,,General cargo ship,Cargo,,,200,-1,-1,-1,-1,-1,24,176,24,16,8,0,10.052310453117988,14.0,4.571596115604625
312451000,9128013,0,RIGHT STEP,,General cargo ship,Cargo,,,101,-1,-1,-1,-1,-1,16,85,16,8,8,0,8.409010485941415,14.0,1.8031944732225902
235056239,9373527,0,LAUREN C,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,79,11,13,2,0,9.570243488108721,12.3,1.7382227657494245
246272000,9625140,0,CORAL ANTHELIA,,Oil products tanker,Tanker,,,115,-1,-1,-1,-1,-1,17,98,17,14,3,0,14.194412496888226,17.7,3.0041746881341824
